,"NYC Borough, Block and Lot (BBL)",Address 1,City,Postcode
16838,,1311 AVENUE K,BROOKLYN,11230
16839,,10335 120 ST,QUEENS,11419
16840,,410 WESTMINSTER RD,BROOKLYN,11218
16841,,2077 EAST 12 ST,brooklyn,11229
16842,,1629 West 10th Street,brooklyn,11223
16843,,1173 52 ST,BROOKLYN,11219
16844,,915 84 ST,brooklyn,11228
16845,,1429 Carroll street,brooklyn,11213
16846,,59 Logan Street,brooklyn,11208
16847,,2251 81st street,brooklyn,11214
16848,,200 East 19th Street,brooklyn,11226
16849,,200-208 Nagle Avenue,new york,10034
16850,,1616 President Street,brooklyn,11213
16851,1-01756-0039,50-58 East 132nd Street,New York,10037
16852,3002500030,180 Montague St,Brookyln,11201
16853,,185 Avenue B,New York,10009
16854,,185 Avenue B,New York,10009
16855,1-00394-0010,185 Avenue B,New York,10009
16856,3002500030,180 Montague St,Brookyln,11201
16857,4051860029,140-60 Beech Ave Flushing,Queens,11355
16858,4051860029,140-60 Beech Ave Flushing,Queens,11355
16859,4053070024,189-14 Crocheron Ave Flushing,Queens,11358
16860,3-04829-0005,560 WINTHROP ST,BROOKLYN,11203
16861,3-03794-0028,603 MOTHER GASTON BLV,BROOKLYN,11212
16862,4013360001,61-15 43 Avenue Woodside,Queens,11377
16863,4051850017,140-30 Ash Ave Flushing,Queens,11355
16864,3-04829-0003,738 ALBANY AVE,BROOKLYN,11203
16865,3-04829-0004,690 ALBANY AVE,BROOKLYN,11203
16866,4013360001,61-15 43 Avenue Woodside,Queens,11377
16867,2-02816-0001,1294 Grant Avenue,Bronx,10456
16868,2-03140-0002,1041 East 179th Street,Bronx,10460
16869,2-03098-0001,2130 Crotona Avenue,Bronx,10457
16870,2-03070-0030,2111 Hughes Avenue,Bronx,10457
16871,2-02987-0025,950 Jennings Street,Bronx,10460
16872,2-02816-0070,1295 Morris Avenue,Bronx,10456
16873,4013360001,61-15 43 Avenue Woodside,Queens,11377
16874,1-00879-0027,143 E 23rd St,New York,11226
16875,1-01241-0023,2508 Broadway,New York,10025
16876,4053070024,189-14 Crocheron Ave Flushing,Queens,11358
16877,1003100027,35 Essex Street,New York,10002
16878,3052190016,1030 Ocean Avenue,Brooklyn,11226
16879,3052190022,1038 Ocean Avenue,Brooklyn,11226
16880,3050720025,50 Westminster Road,Brooklyn,11218
16881,3050710006,10 Stratford Road,Brooklyn,11218
16882,3052250034,2657 Bedford Avenue,Brooklyn,11210
16883,3079810020,615 East 76 Street,Brooklyn,11236
16884,3070710019,3040 West 22 Street,Brooklyn,11224
16885,3068210214,1812 East 18 Street,Brooklyn,11229
16886,2-02369-0012,1016 Washington Avenue,Bronx,10456
16887,1-00341-0001,460 Grand Street,New York,10002
16888,1-00341-0070,131 Broome Street,New York,10002
16889,1-00341-0058,410 Grand Street,New York,10002
16890,2-02287-0046,367 Brook Avenue,Bronx,10454
16891,2-02351-0025,530 Exterior Street,Bronx,10451
16892,1-00382-0001,1-3 Haven Plaza,New York,10009
16893,1-01162-0012,243 West 70th Street,New York,10023
16894,1-01735-0040,10 West 138th Street,New York,10037
16895,1-01943-0001,369 West 116th Street,New York,10026
16896,1-01970-0016,450 West 131st Street,New York,10027
16897,1-02088-0074,640 Riverside Drive,New York,10031
16898,1-02088-0114,644 Riverside Drive,New York,10031
16899,2-02690-0114,970 Prospect Avenue,Bronx,10459
16900,2-02697-7501,920 Westchester Avenue,Bronx,10459
16901,2-02742-7501,941-951 Hoe Avenue,Bronx,10459
16902,1-02243-0399,57 Park Terrace West,New York,10034
16903,1-02070-0029,1580 Amsterdam Avenue,New York,10031
16904,1-02180-0513,4469 Broadway,New York,10040
16905,2-02281-0021,428 East 137th Street,Bronx,10454
16906,2-02364-7501,3044 3rd Avenue,Bronx,10451
16907,2-02831-0001,1290 Grand Concourse,Bronx,10456
16908,2-02831-0013,1326 Grand Concourse,Bronx,10456
16909,2-02976-0092,1327 Southern Boulevard,Bronx,10459
16910,2-02826-0002,1752 Walton Avenue,Bronx,10453
16911,2-02440-0001,599 Morris Avenue,Bronx,10451
16912,2-02580-0011,520 Concord Avenue,Bronx,10455
16913,2-02976-0001,1310 Intervale Avenue,Bronx,10459
16914,2-02976-7501,1334 Louis Nine Blvd,Bronx,10459
16915,2-02938-0049,1441 Boston Road,Bronx,10460
16916,2-03206-7501,57-69 West Burnside Avenue,Bronx,10453
16917,2-02618-7501,601-609 East 156th Street,Bronx,10455
16918,2-02692-0048,1157 Intervale Avenue,Bronx,10459
16919,2-02976-0082,1357 Southern Boulevard,Bronx,10459
16920,2-03248-0169,2723 Webb Avenue,Bronx,10468
16921,2-02991-0030,945 East 174th Street,Bronx,10460
16922,2-03256-0084,2775 Kingsbridge Terrace,Bronx,10463
16923,3-03771-7501,626 Sutter Avenue,Brooklyn,11207
16924,2-02703-7501,950 Westchester Avenue,Bronx,10459
16925,2-02940-0019,1714 Crotona Park East,Bronx,10460
16926,2-02976-7502,870 Jennings Street,Bronx,10459
16927,2-03355-0090,3322 Decatur Avenue,Bronx,10467
16928,3-03602-7501,774 Rockaway Avenue,Brooklyn,11212
16929,3-01828-0017,300 Putnam Avenue,Brooklyn,11216
16930,3-02019-0040,130 Lefferts Place,Brooklyn,11238
16931,4-01277-0012,35-24 78th Street,Queens,11372
16932,2-02721-0010,830 Fox Street,Bronx,10459
16933,1-01071-7503,521 West 42nd Street,New York,10036
16934,3-01250-0040,1055 St. Johns Place,Brooklyn,11213
16935,3-01638-0006,940 Gates Avenue,Brooklyn,11221
16936,3-01997-0020,34 Jefferson Avenue,Brooklyn,11238
16937,4-01277-0001,77-12 35th Avenue,Queens,11372
16938,4-01277-0058,35-25 77th Street,Queens,11372
16939,4-01336-7501,61-20 Woodside Avenue,Queens,11377
16940,2-02404-7501,384 East 158th Street,Bronx,10451
16941,2-02295-7501,105 Willis Avenue,Bronx,10454
16942,2-02366-0022,501 East 161st Street,Bronx,10451
16943,2-02367-7502,3213 3rd Avenue,Bronx,10451
16944,3-01625-0034,625 Quincy Street,Brooklyn,11221
16945,4-03183-0002,66-92 Selfridge Street,Queens,11375
16946,2-03130-0020,1 West Farms Square Plaza,Bronx,10460
16947,1-00865-7502,1 East 35th Street,New York,10016
16948,2-02295-0067,70 Bruckner Boulevard,Bronx,10454
16949,2-02367-0001,488 East 163rd Street,Bronx,10451
16950,2-02367-0020,514 East 163rd Street,Bronx,10451
16951,2-02379-0007,404 East 158th Street,Bronx,10451
16952,2-02442-0034,3000 Park Avenue,Bronx,10451
16953,2-02442-0060,675 Morris Avenue,Bronx,10451
16954,2-02690-0173,861 East 163rd Street,Bronx,10459
16955,2-02366-0037,507 East 161st Street,Bronx,10451
16956,2-02366-7501,505 East 161st Street,Bronx,10451
16957,2-02367-7501,508 East 163rd Street,Bronx,10451
16958,2-02373-0006,1240 Washington Avenue,Bronx,10456
16959,2-02511-0013,900 Ogden Avenue,Bronx,10452
16960,2-02527-0001,1001 University Avenue,Bronx,10452
16961,2-02618-0047,759 Eagle Avenue,Bronx,10456
16962,2-02642-0070,600 Concord Avenue,Bronx,10455
16963,3-03617-0025,548 Watkins Street,Brooklyn,11212
16964,2-02418-0033,320 East 159th Street,Bronx,10451
16965,2-02519-0001,1314 Nelson Avenue,Bronx,10452
16966,2-02618-0043,775 Eagle Avenue,Bronx,10456
16967,2-02690-0081,881 East 162nd Street,Bronx,10459
16968,2-02706-0001,1118 Intervale Avenue,Bronx,10459
16969,2-02718-0017,1140 Tiffany Street,Bronx,10459
16970,2-02872-0320,1491 Macombs Road,Bronx,10452
16971,2-02965-0051,1490 Boston Road,Bronx,10460
16972,3-04091-7501,679 New Lots Avenue,Brooklyn,11207
16973,5-02832-0017,1331 Bay Street,Staten Island,10305
16974,2-02531-0005,1314 Merriam Avenue,Bronx,10452
16975,2-02706-0046,1150 Intervale Avenue,Bronx,10459
16976,2-02925-0042,550 East 170th Street,Bronx,10456
16977,2-03024-0080,2333 Webster Avenue,Bronx,10458
16978,2-03040-0003,4646 Park Avenue,Bronx,10458
16979,2-03050-0070,2277 Bathgate Avenue,Bronx,10457
16980,2-03069-0017,2080 Lafontaine Avenue,Bronx,10457
16981,2-03169-0045,2087 Creston Avenue,Bronx,10453
16982,1-01171-7506,315 West 61st Street,New York,10023
16983,2-02515-0031,1235 Woodycrest Avenue,Bronx,10452
16984,2-02814-0069,270 East Burnside Avenue,Bronx,10457
16985,2-02839-0053,128 East Clarke Place,Bronx,10452
16986,2-03108-0044,2035 Marmion Avenue,Bronx,10460
16987,2-03360-0176,3600 Webster Avenue,Bronx,10467
16988,2-04253-0080,1975 Birchall Avenue,Bronx,10462
16989,2-04253-0084,638 Sagamore Street,Bronx,10462
16990,3-08789-7501,2613 Emmons Avenue,Brooklyn,11235
16991,4-00413-7501,23-10 41st Avenue,Queens,11101
16992,2-02797-0039,1771 Monroe Avenue,Bronx,10457
16993,2-02867-0125,92 West Tremont Avenue,Bronx,10453
16994,2-02869-0171,31 West Tremont Avenue,Bronx,10453
16995,2-03005-0007,1904 Vyse Avenue,Bronx,10460
16996,3-01347-0054,1509 Bergen Street,Brooklyn,11213
16997,2-02763-0233,735 Bryant Ave,Bronx,10474
16998,2-03970-0035,1424 Parker Street,Bronx,10462
16999,2-04624-0037,3377 White Plains Road,Bronx,10467
17000,2-03360-0070,3580 Webster Avenue,Bronx,10467
17001,2-03360-7501,3560 Webster Avenue,Bronx,10467
17002,3-04257-0001,642 Eldert Lane,Brooklyn,11208
17003,2-03357-7501,3160 Webster Avenue,Bronx,10467
17004,2-02524-0033,950 Summit Avenue,Bronx,10452
17005,2-02762-7501,1314 Seneca Avenue,Bronx,10474
17006,2-03322-0057,3121 Villa Avenue,Bronx,10468
17007,1-01829-0050,234 West 114th Street,New York,10026
17008,1-01829-0038,214 West 114th Street,New York,10026
17009,3-04375-0070,890 Schenck Avenue,Brooklyn,11207
17010,1-00733-0023,411 West 35th Street,New York,10001
17011,2-03016-0038,1926 Longfellow Avenue,Bronx,10460
17012,2-02984-0067,950 East 176th Street,Bronx,10460
17013,2-03360-0062,3556 Webster Avenue,Bronx,10467
17014,2-03149-0084,2108 Ryer Ave,Bronx,10457
17015,2-02950-0030,709-715 Fairmount Place,Bronx,10457
17016,3-05185-0059,557 East 21st Street,Brooklyn,11226
17017,2-03107-0036,1967 MARMION AVE,Bronx,10460
17018,1-02051-0054,680 St Nicholas Ave,New York,10031
17019,1-01210-0026,117 West 79th St,New York,10024
17020,1-00799-0035,101 West 23rd St,New York,10011
17021,1-02080-0001,3600 Broadway,New York,10031
17022,1-02080-0003,3604 Broadway,New York,10031
17023,1-02080-0062,3610 Broadway,New York,10031
17024,1-02096-0026,3621 Broadway,New York,10031
17025,1-01737-0001,620 Lenox Ave,New York,10037
17026,1-01826-0022,207 Central Park North,New York,10026
17027,1-01826-0018,217 Central Park North,New York,10026
17028,1-01737-0025,15 W 139th St,New,10037
17029,1-01737-0025,2300 5th Ave,New York,10037
17030,1-01737-0025,30 W 141st St,New York,10037
17031,1-01737-0015,45 W 139th St,New York,10037
17032,1-01737-0059,60 W 142nd St,New York,10037
17033,1-01737-0069,630 Lenox Ave,New York,10037
17034,1-01043-0046,328 W 53rd St,New York,10019
17035,1-01057-0141,414 W 48th St,New York,10036
17036,3-01296-0008,212 Crown St,Brooklyn,11225
17037,3-01172-0027,212 Crown St,Brooklyn,11225
17038,3-00817-0005,5301 6 Ave,Brooklyn,11220
17039,3-00816-0037,5302 6 Ave,Brooklyn,11220
17040,1-02035-0001,2802 Fredrick Douglass Blvd,New York,10039
17041,1-01737-0025;1-01737-0015;1-01737-0059;1-01737-0001;1-01737-0069,"15 W 139th St, 2300 5th Ave, 22-30 141st St.",New York,10037
17042,3-05309-0029,45 Tehama St,Brooklyn,11218
17043,3031840060,991 Willoughby Ave,Brooklyn,11221
17044,3019490027,426 LAFAYETTE AVE,Brooklyn,11238
17045,3031100005,250 MOORE ST,Brooklyn,11206
17046,3031360005,889 BROADWAY,Brooklyn,11206
17047,3017827501,335 THROOP AVE,Brooklyn,11221
17048,3017810040,828 Dekalb Ave.,Brooklyn,11221
17049,3020167501,1078 Fulton Street,Brooklyn,11238
17050,1022480040,60 Seaman Avenue,New York,10034
17051,2032630145,135 West 238th Street,Bronx,10463
17052,1021710110,20 Bogardus Place,Manhattan,10040
17053,3050260344,239 Ocean Avenue,Brooklyn,11225
17054,3050780049,39-49 East 17th Street,Brooklyn,11226
17055,3050780044,51-61 East 17th Street,Brooklyn,11226
17056,2037140050,1035 Boynton Avenue,Bronx,10472
17057,2037140001,1015 Boynton Avenue,Bronx,10472
17058,2028110001,245 East 178 Street,Bronx,10457
17059,2040080034,1185 Lebanon Street,Bronx,10460
17060,2028020039,273 East 176 Street,Bronx,10457
17061,3060530008,8615 Fort Hamilton Parkway,Brooklyn,11209
17062,1-01425-0001,200 East 71st Street,New York,10021
17063,1-00629-0044,305 West 13th Street,New York,10014
17064,1-01473-0038,420 East 79 Street,New York,10075
17065,1-01252-0001,200 Riverside Drive,New York,10025
17066,1-00468-0001,201 East 12th Street,New York,10003
17067,1-01425-0017,225 East 70th Street,New York,10021
17068,1-01320-0018,235 East 46th Street,New York,10017
17069,1-01126-0029,135 Central Park West,New York,10023
17070,1-01024-0001,888 Eighth Avenue,New York,10019
17071,1-01465-0001,400 East 71st Street,New York,10021
17072,1-00545-0059,One Astor Place,New York,10003
17073,1-00769-7506,217 West 19th Street,New York,10011
17074,4-02151-0101,105-28 65th Avenue (4 Buildings),Queens,11375
17075,4-02152-0101,105-21 66th Ave. & 105-33 66th Ave.,Queens,11375
17076,4-02154-0001,66-33 Yellowstone Boulevard,Queens,11375
17077,4-02155-0001,67-07 Yellowstone Boulevard (6 Buildings),Queens,11375
17078,4-09715-0228,139-09 84th Drive,Queens,11435
17079,4-02152-0106,105-10 65th Road,Queens,11375
17080,3-02242-7504,210 Middleton Street,Brooklyn,11206
17081,3-02242-7503,218 Middleton Street,Brooklyn,11206
17082,3-01884-7501,773 Kent Ave,Brooklyn,11205
17083,3-01896-7503,159 Classon Ave,Brooklyn,11205
17084,3-02224-7505,23 Heyward Street,Brooklyn,11249
17085,3-02135-0007,34 South 9th Street,Brooklyn,11249
17086,3-02135-0009,40 South 9th Street,Brooklyn,11249
17087,3-02135-0008,43 South 10th Street,Brooklyn,11249
17088,3-02372-0001,452 Keap Street,Brooklyn,11211
17089,3-02235-7513,5 Middleton Street,Brooklyn,11206
17090,3-02235-7509,8 Lynch Street,Brooklyn,11206
17091,3-01734-7508,504 Park Ave,Brooklyn,11206
17092,3-02240-7516,5 Lorimer Street,Brooklyn,11206
17093,3-02230-7504,15 Lynch Street,Brooklyn,11206
17094,1-02089-0033,3489 Broadway,New York,10031
17095,3-04622-0036,175 East 52 St,Brooklyn,11203
17096,3-06621-0006,1602 West 10 St,Brooklyn,11223
17097,3-06334-0045,2069 85 St,Brooklyn,11214
17098,2-02463-0034,1192 Walton Ave,Bronx,10452
17099,4-03631-0001,6901 62nd Street,Queens,11385
17100,2-04318-0036,2187 Cruger Ave,Bronx,10462
17101,2-04318-0045,2167 Cruger Ave,Bronx,10462
17102,1-00754-0051,320 West 31st St,New York,10001
17103,1-01843-0034,474-475-476 Central Park West,New York,10025
17104,3-05229-0017,1345 Rogers Avenue,Brooklyn,11210
17105,2-03330-0068,3100 Webster Avenue,Bronx,10467
17106,4-09762-0028,88-06 Parsons Boulevard,Jamaica,11432
17107,4-09697-0001,150-01 - 11 88th Avenue,Queens,11432
17108,2-02938-0009,1420 Crotona Park East,Bronx,10460
17109,2-02433-0023,1055 Findlay Avenue,Bronx,10456
17110,4-09693-0038,88-18 150 Street,Queens,11435
17111,1-01563-0005,411 East 83 Street,Manhattan,10028
17112,1-00133-7510,55 Warren Street,Manhattan,10007
17113,4-00045-7502,47-28 11 Street,Queen,11101
17114,3022647521,290 Wallabout St,Brooklyn,11206
17115,1022200043,10-20 Post Avenue,New York,10034
17116,1021140035,1920 Amsterdam Avenue,New York,10032
17117,1020720030,1626 Amsetrdam Avenue,New York,10026
17118,2031250001,2105 Daly Avenue,Bronx,10459
17119,1015950001,20-30 Lenox Avenue,New York,10026
17120,3018610020,1330 Fulton Street,Brooklyn,11216
17121,1009340015,332 East 29th Street,New York,10016
17122,1016130006,1600 Madison Avenue,New York,10029
17123,1016720001,1952 Second Avenue,New York,10029
17124,1018430020,152-164 Manhattan Avenue,New York,10025
17125,1018630029,980 Columbus Avenue,New York,10025
17126,1016170007,1680 Madison Avenue,New York,10029
17127,1018260008,229 West 110th Street,New York,10026
17128,2030060067,1011 Freeman Street,Bronx,10459
17129,2030060053,1029 Freeman Street,Bronx,10459
17130,2030060084,1314 West Farms Road,Bronx,10459
17131,1020730029,1640 AMsterdam Avenue,New York,10026
17132,1018410001,73 West 105 Street,New York,10025
17133,3037710037,366 Pennsylvania Avenue,Brooklyn,11207
17134,3037710041,378 Pennsylvania Avenue,Brooklyn,11207
17135,3014020024,1690 Union Street,Brooklyn,11213
17136,,6702 Ridge Blvd,BROOKLYN,11220
17137,1005750077,55 West 11th St,New York,10011
17138,1-01565-0035,430 East 86th Street,New York,10028
17139,2-03281-0040,357 E 201st Street,Bronx,10458
17140,1-02180-0169,100 Bennett Avenue,New York,10033
17141,4-02210-0018,6836 108th Street,queens,11375
17142,3-06612-0001,1510 Ocean Parkway,Brooklyn,11230
17143,3-05101-0054,625 Ocean Ave,brooklyn,11234
17144,3060080001,8215-4th Ave,Brooklyn,11209
17145,4-02138-0029,6838 Yellowstone,Queens,11375
17146,4-02138-0011,103-26 68th Road,Queens,11375
17147,4-01463-0035,3563 89th Street,Queens,11372
17148,2-02836-0012,1555 grand concourse,bronx,10452
17149,3-05428-0031,250 Parkville Avenue,Brooklyn,11230
17150,3-06746-0044,1717 Avenue N,Brooklyn,11230
17151,4-01556-0024,41-96 Gleane Street,Queens,11373
17152,1-02174-0194,35-45 Arden St,New York,10040
17153,1-01496-0021,35 East 84th Street,New York,10028
17154,3-05185-0069,535 EAST 21 STREET,brooklyn,11226
17155,2-03738-0027,1160 Evergreen Ave.,Bronx,10472
17156,3-05884-0037,7040 Colonial Road,Brooklyn,11209
17157,3-06706-0020,950 East 14th st.,Brooklyn,11230
17158,2-02873-0080,115 West 172nd St.,Bronx,10452
17159,4027160001,5675 64th st,Queens,11378
17160,4-00550-0010,21-05 30th Drive,Astoria,11102
17161,2-03326-0045,91 E 208th St.,Bronx,10467
17162,1-02248-0092,128-148 Seaman Avenue,Manhattan,10034
17163,2-03784-0021,1750 e 172nd st,bronx,10472
17164,3-06414-0062,8750 bay parkway,brooklyn,11214
17165,1-02157-0050,404-408-412 Audubon Ave,New York,10033
17166,3-08791-0104,2717 East 28 Street,Brooklyn,11235
17167,2-02872-0117,1454 Shakespeare Ave.,Bronx,10452
17168,1-00396-0020,636 East 14th St.,New York,10009
17169,1-01319-0029,246 East 46th St,New York,10017
17170,4-11434-0100,151-25 88th St,Queens,11414
17171,2-02846-0074,1505 Towsend Ave,Bronx,10452
17172,2-02846-0041,1565 Towsend Ave,Bronx,10452
17173,2-05703-0209,3025 Godwin Terrace,Bronx,10463
17174,3-05338-0081,250 Ocean Parkway,Brooklyn,11218
17175,2-02872-0058,1404 Jesup Ave.,Bronx,10452
17176,5-00001-7501,80 Bay Street Landing,Staten Island,10301
17177,2-04424-0033,630 Mace Avenue,Bronx,10467
17178,3053240001,333 McDonald Ave,Brooklyn,11218
17179,1-02238-0001,675 Academy St,New York,10034
17180,2-02872-0189,1450 Jesup Ave.,Bronx,10452
17181,3-02512-0001,226 Franklin St,Brooklyn,11222
17182,1-02174-0093,92 Nagle Ave.,New York,10040
17183,2026830100,1025 Ave St John,Bronx,10455
17184,1020690048,870 St Nicholas Ave,New York,10032
17185,4-05136-0037,42-42 Colden St,Queens,11355
17186,1-01565-7501,420 E 86th St,Manhattan,10028
17187,4014230071,32-15/32-25 93 street,Queens,11212
17188,2-04570-0032,3039 Wallace Ave.,Bronx,10467
17189,1-02087-0050,640 W 139 St.,New York,10031
17190,4-12322-0001,112-04 167th st.,Jamaica,11433
17191,2-03010-0004,1670 Longfellow Ave.,Bronx,10460
17192,3-01227-0036,770 St. Marks Avenue,Brooklyn,11216
17193,4016000121,43-43 91stst Pl,Queens,11373
17194,3052800047,104 E 2nd St,Brooklyn,11218
17195,4033560023,125-05 84th Ave,Queens,11415
17196,2045080041,2810 OLINVILLE AVENUE,Bronx,10467
17197,1018870019,749 West End Avenue,Manhattan,10025
17198,,105 Test Drive,New York,10016
17199,1-02176-0009,400 Fort Washington Ave.,New York,10033
17200,4-01291-0012,37-20 81st Street,Jackson Heights,11372
